"stage",".y.","group1","group2","n1","n2","statistic","df","p","p.adj","p.adj.signif"
"4","value","HIP_hippocampus (hippocampal formation)","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-14.1584494218692,201,5.05e-32,4.66e-31,"****"
"4","value","HIP_hippocampus (hippocampal formation)","STR_striatum",202,202,-12.6482743604942,201,2.33e-27,1.64e-26,"****"
"4","value","HIP_hippocampus (hippocampal formation)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-8.81290800586584,201,5.78e-16,1.77e-15,"****"
"4","value","HIP_hippocampus (hippocampal formation)","VFC_ventrolateral prefrontal cortex",202,202,-12.4716010335276,201,8.16e-27,5.44e-26,"****"
"4","value","IPC_posteroventral (inferior) parietal cortex","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,2.86435712524488,201,0.005,0.006,"**"
"4","value","IPC_posteroventral (inferior) parietal cortex","M1C_primary motor cortex (area M1, area 4)",202,202,14.2915945134345,201,1.96e-32,2.14e-31,"****"
"4","value","IPC_posteroventral (inferior) parietal cortex","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,5.64691034763905,201,5.52e-08,9.6e-08,"****"
"4","value","IPC_posteroventral (inferior) parietal cortex","OFC_orbital frontal cortex",202,202,14.3402430046039,201,1.38e-32,1.66e-31,"****"
"4","value","IPC_posteroventral (inferior) parietal cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,12.1692189225476,201,6.9e-26,4.36e-25,"****"
"4","value","IPC_posteroventral (inferior) parietal cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,4.14117206813734,201,5.08e-05,7.53e-05,"****"
"4","value","IPC_posteroventral (inferior) parietal cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,10.5341468024197,201,6.08e-21,2.21e-20,"****"
"4","value","IPC_posteroventral (inferior) parietal cortex","VFC_ventrolateral prefrontal cortex",202,202,8.29913339471683,201,1.51e-14,4.03e-14,"****"
"4","value","ITC_inferolateral temporal cortex (area TEv, area 20)","M1C_primary motor cortex (area M1, area 4)",202,202,12.1608778715707,201,7.32e-26,4.39e-25,"****"
"4","value","ITC_inferolateral temporal cortex (area TEv, area 20)","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,5.15357688588979,201,6.09e-07,9.88e-07,"****"
"4","value","ITC_inferolateral temporal cortex (area TEv, area 20)","OFC_orbital frontal cortex",202,202,11.796740379281,201,9.49e-25,4.95e-24,"****"
"4","value","ITC_inferolateral temporal cortex (area TEv, area 20)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,8.51014705831378,201,4e-15,1.09e-14,"****"
"4","value","ITC_inferolateral temporal cortex (area TEv, area 20)","STR_striatum",202,202,-3.21862909595819,201,0.002,0.002,"**"
"4","value","ITC_inferolateral temporal cortex (area TEv, area 20)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,7.47977874858294,201,2.27e-12,4.95e-12,"****"
"4","value","ITC_inferolateral temporal cortex (area TEv, area 20)","VFC_ventrolateral prefrontal cortex",202,202,5.87635302405211,201,1.72e-08,3.08e-08,"****"
"4","value","M1C_primary motor cortex (area M1, area 4)","MD_mediodorsal nucleus of thalamus",202,202,-14.5632732054347,201,2.83e-33,3.77e-32,"****"
"4","value","M1C_primary motor cortex (area M1, area 4)","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,-8.61422297250109,201,2.06e-15,5.89e-15,"****"
"4","value","M1C_primary motor cortex (area M1, area 4)","OFC_orbital frontal cortex",202,202,-5.92801825814089,201,1.32e-08,2.4e-08,"****"
"4","value","M1C_primary motor cortex (area M1, area 4)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-8.51997898287576,201,3.76e-15,1.05e-14,"****"
"4","value","M1C_primary motor cortex (area M1, area 4)","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-11.8790442467356,201,5.33e-25,2.91e-24,"****"
"4","value","M1C_primary motor cortex (area M1, area 4)","STR_striatum",202,202,-11.391471623962,201,1.62e-23,7.2e-23,"****"
"4","value","M1C_primary motor cortex (area M1, area 4)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-5.47087231133928,201,1.32e-07,2.2e-07,"****"
"4","value","M1C_primary motor cortex (area M1, area 4)","VFC_ventrolateral prefrontal cortex",202,202,-10.804034249424,201,9.51e-22,3.57e-21,"****"
"4","value","MD_mediodorsal nucleus of thalamus","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,5.63594249332168,201,5.83e-08,9.99e-08,"****"
"4","value","MD_mediodorsal nucleus of thalamus","OFC_orbital frontal cortex",202,202,7.73581544324571,201,4.87e-13,1.12e-12,"****"
"4","value","MD_mediodorsal nucleus of thalamus","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,8.0900885814969,201,5.56e-14,1.39e-13,"****"
"4","value","MD_mediodorsal nucleus of thalamus","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,9.85855972871398,201,5.93e-19,2.03e-18,"****"
"4","value","MD_mediodorsal nucleus of thalamus","VFC_ventrolateral prefrontal cortex",202,202,6.68661786349504,201,2.21e-10,4.42e-10,"****"
"4","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","OFC_orbital frontal cortex",202,202,3.70195687329158,201,0.000276,0.000394,"***"
"4","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,3.66110082511227,201,0.000321,0.000453,"***"
"4","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-4.20705936256386,201,3.9e-05,5.85e-05,"****"
"4","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","STR_striatum",202,202,-5.24240174052086,201,4e-07,6.58e-07,"****"
"4","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,3.12093003360116,201,0.002,0.003,"**"
"4","value","OFC_orbital frontal cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-11.0808154754669,201,1.4e-22,5.42e-22,"****"
"4","value","OFC_orbital frontal cortex","STR_striatum",202,202,-8.97149644220728,201,2.07e-16,6.54e-16,"****"
"4","value","OFC_orbital frontal cortex","VFC_ventrolateral prefrontal cortex",202,202,-4.48643138473133,201,1.22e-05,1.9e-05,"****"
"4","value","S1C_primary somatosensory cortex (area S1, areas 3,1,2)","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-8.80991447088117,201,5.89e-16,1.77e-15,"****"
"4","value","S1C_primary somatosensory cortex (area S1, areas 3,1,2)","STR_striatum",202,202,-8.20058042781126,201,2.8e-14,7.15e-14,"****"
"4","value","S1C_primary somatosensory cortex (area S1, areas 3,1,2)","VFC_ventrolateral prefrontal cortex",202,202,-4.60438711787128,201,7.33e-06,1.16e-05,"****"
"4","value","STC_posterior (caudal) superior temporal cortex (area 22c)","STR_striatum",202,202,-3.47572914288079,201,0.000624,0.000861,"***"
"4","value","STC_posterior (caudal) superior temporal cortex (area 22c)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,7.86008273738143,201,2.29e-13,5.5e-13,"****"
"4","value","STC_posterior (caudal) superior temporal cortex (area 22c)","VFC_ventrolateral prefrontal cortex",202,202,5.56962980931187,201,8.12e-08,1.37e-07,"****"
"4","value","STR_striatum","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,11.4549697261104,201,1.04e-23,4.99e-23,"****"
"4","value","STR_striatum","VFC_ventrolateral prefrontal cortex",202,202,7.11403610476788,201,1.94e-11,4.16e-11,"****"
"4","value","V1C_primary visual cortex (striate cortex, area V1/17)","VFC_ventrolateral prefrontal cortex",202,202,-4.37032219927101,201,1.99e-05,3.06e-05,"****"
"5","value","A1C_primary auditory cortex (core)","AMY_amygdaloid complex",202,202,-13.3314173929022,201,1.82e-29,9.5e-29,"****"
"5","value","A1C_primary auditory cortex (core)","CBC_cerebellar cortex",202,202,5.84373757091174,201,2.03e-08,3.16e-08,"****"
"5","value","A1C_primary auditory cortex (core)","DFC_dorsolateral prefrontal cortex",202,202,-9.99439800731763,201,2.38e-19,7.72e-19,"****"
"5","value","A1C_primary auditory cortex (core)","HIP_hippocampus (hippocampal formation)",202,202,-15.1829592764193,201,3.45e-35,3.45e-34,"****"
"5","value","A1C_primary auditory cortex (core)","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,-6.67088056419307,201,2.41e-10,4.32e-10,"****"
"5","value","A1C_primary auditory cortex (core)","M1C_primary motor cortex (area M1, area 4)",202,202,17.5891660230709,201,1.53e-42,2.62e-41,"****"
"5","value","A1C_primary auditory cortex (core)","MD_mediodorsal nucleus of thalamus",202,202,-4.16734890416143,201,4.58e-05,5.97e-05,"****"
"5","value","A1C_primary auditory cortex (core)","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,-2.28645857761391,201,0.023,0.028,"*"
"5","value","A1C_primary auditory cortex (core)","OFC_orbital frontal cortex",202,202,4.7150533227668,201,4.51e-06,6.01e-06,"****"
"5","value","A1C_primary auditory cortex (core)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,6.41465693836452,201,9.91e-10,1.7e-09,"****"
"5","value","A1C_primary auditory cortex (core)","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,4.76336276497074,201,3.64e-06,4.91e-06,"****"
"5","value","A1C_primary auditory cortex (core)","VFC_ventrolateral prefrontal cortex",202,202,5.60937558091023,201,6.66e-08,1.01e-07,"****"
"5","value","AMY_amygdaloid complex","CBC_cerebellar cortex",202,202,10.0127158033384,201,2.1e-19,7.2e-19,"****"
"5","value","AMY_amygdaloid complex","DFC_dorsolateral prefrontal cortex",202,202,5.72336768017341,201,3.76e-08,5.78e-08,"****"
"5","value","AMY_amygdaloid complex","IPC_posteroventral (inferior) parietal cortex",202,202,9.69587633344466,201,1.76e-18,5.03e-18,"****"
"5","value","AMY_amygdaloid complex","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,6.58765475774889,201,3.83e-10,6.76e-10,"****"
"5","value","AMY_amygdaloid complex","M1C_primary motor cortex (area M1, area 4)",202,202,20.4111101051085,201,6.89e-51,2.76e-49,"****"
"5","value","AMY_amygdaloid complex","MD_mediodorsal nucleus of thalamus",202,202,6.36587850585173,201,1.29e-09,2.15e-09,"****"
"5","value","AMY_amygdaloid complex","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,9.76063151029656,201,1.14e-18,3.34e-18,"****"
"5","value","AMY_amygdaloid complex","OFC_orbital frontal cortex",202,202,15.2812040859928,201,1.72e-35,1.88e-34,"****"
"5","value","AMY_amygdaloid complex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,14.5494726497632,201,3.12e-33,2.18e-32,"****"
"5","value","AMY_amygdaloid complex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,13.013376169909,201,1.75e-28,8.4e-28,"****"
"5","value","AMY_amygdaloid complex","STR_striatum",202,202,8.70798013921107,201,1.13e-15,2.89e-15,"****"
"5","value","AMY_amygdaloid complex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,10.4220348653183,201,1.31e-20,4.76e-20,"****"
"5","value","AMY_amygdaloid complex","VFC_ventrolateral prefrontal cortex",202,202,14.8009473517854,201,5.21e-34,4.47e-33,"****"
"5","value","CBC_cerebellar cortex","DFC_dorsolateral prefrontal cortex",202,202,-10.0045636080577,201,2.22e-19,7.4e-19,"****"
"5","value","CBC_cerebellar cortex","HIP_hippocampus (hippocampal formation)",202,202,-9.59068350530621,201,3.55e-18,9.91e-18,"****"
"5","value","CBC_cerebellar cortex","IPC_posteroventral (inferior) parietal cortex",202,202,-7.28400756576316,201,7.21e-12,1.4e-11,"****"
"5","value","CBC_cerebellar cortex","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,-9.79935865088881,201,8.83e-19,2.65e-18,"****"
"5","value","CBC_cerebellar cortex","MD_mediodorsal nucleus of thalamus",202,202,-7.56791725202633,201,1.34e-12,2.77e-12,"****"
"5","value","CBC_cerebellar cortex","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,-7.61693899895742,201,9.98e-13,2.1e-12,"****"
"5","value","CBC_cerebellar cortex","OFC_orbital frontal cortex",202,202,-5.57651756388076,201,7.85e-08,1.16e-07,"****"
"5","value","CBC_cerebellar cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-4.76766294918527,201,3.57e-06,4.87e-06,"****"
"5","value","CBC_cerebellar cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-5.47127420205365,201,1.32e-07,1.93e-07,"****"
"5","value","CBC_cerebellar cortex","STR_striatum",202,202,-8.37103582662796,201,9.63e-15,2.27e-14,"****"
"5","value","CBC_cerebellar cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-6.73276426656188,201,1.71e-10,3.11e-10,"****"
"5","value","CBC_cerebellar cortex","VFC_ventrolateral prefrontal cortex",202,202,-5.19147004832217,201,5.09e-07,7.1e-07,"****"
"5","value","DFC_dorsolateral prefrontal cortex","HIP_hippocampus (hippocampal formation)",202,202,-5.42196750006388,201,1.68e-07,2.43e-07,"****"
"5","value","DFC_dorsolateral prefrontal cortex","IPC_posteroventral (inferior) parietal cortex",202,202,10.4629619327634,201,9.89e-21,3.71e-20,"****"
"5","value","DFC_dorsolateral prefrontal cortex","M1C_primary motor cortex (area M1, area 4)",202,202,21.143337642285,201,5.43e-53,3.26e-51,"****"
"5","value","DFC_dorsolateral prefrontal cortex","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,6.02264399876145,201,8.04e-09,1.27e-08,"****"
"5","value","DFC_dorsolateral prefrontal cortex","OFC_orbital frontal cortex",202,202,19.3261187217089,201,1.01e-47,2.42e-46,"****"
"5","value","DFC_dorsolateral prefrontal cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,15.5377290705307,201,2.78e-36,3.34e-35,"****"
"5","value","DFC_dorsolateral prefrontal cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,17.8847132043074,201,1.97e-43,3.94e-42,"****"
"5","value","DFC_dorsolateral prefrontal cortex","STR_striatum",202,202,5.15677820201268,201,6e-07,8.28e-07,"****"
"5","value","DFC_dorsolateral prefrontal cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,11.2112249473053,201,5.68e-23,2.35e-22,"****"
"5","value","DFC_dorsolateral prefrontal cortex","VFC_ventrolateral prefrontal cortex",202,202,19.7662261668727,201,5.17e-49,1.55e-47,"****"
"5","value","HIP_hippocampus (hippocampal formation)","IPC_posteroventral (inferior) parietal cortex",202,202,10.3002792161585,201,3e-20,1.06e-19,"****"
"5","value","HIP_hippocampus (hippocampal formation)","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,6.23202004367494,201,2.66e-09,4.31e-09,"****"
"5","value","HIP_hippocampus (hippocampal formation)","M1C_primary motor cortex (area M1, area 4)",202,202,26.0435842665054,201,2.47e-66,2.96e-64,"****"
"5","value","HIP_hippocampus (hippocampal formation)","MD_mediodorsal nucleus of thalamus",202,202,8.02717589771204,201,8.21e-14,1.82e-13,"****"
"5","value","HIP_hippocampus (hippocampal formation)","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,11.0467701830935,201,1.78e-22,7.12e-22,"****"
"5","value","HIP_hippocampus (hippocampal formation)","OFC_orbital frontal cortex",202,202,14.1424987014328,201,5.66e-32,3.23e-31,"****"
"5","value","HIP_hippocampus (hippocampal formation)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,16.2633789693974,201,1.65e-38,2.2e-37,"****"
"5","value","HIP_hippocampus (hippocampal formation)","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,13.701762774582,201,1.31e-30,7.15e-30,"****"
"5","value","HIP_hippocampus (hippocampal formation)","STR_striatum",202,202,8.09810239928876,201,5.29e-14,1.2e-13,"****"
"5","value","HIP_hippocampus (hippocampal formation)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,10.4915375578721,201,8.13e-21,3.15e-20,"****"
"5","value","HIP_hippocampus (hippocampal formation)","VFC_ventrolateral prefrontal cortex",202,202,14.5690915294311,201,2.71e-33,2.03e-32,"****"
"5","value","IPC_posteroventral (inferior) parietal cortex","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,-6.74125618387132,201,1.63e-10,3.01e-10,"****"
"5","value","IPC_posteroventral (inferior) parietal cortex","M1C_primary motor cortex (area M1, area 4)",202,202,14.5342011269329,201,3.48e-33,2.2e-32,"****"
"5","value","IPC_posteroventral (inferior) parietal cortex","MD_mediodorsal nucleus of thalamus",202,202,-3.2506318289661,201,0.001,0.002,"**"
"5","value","IPC_posteroventral (inferior) parietal cortex","OFC_orbital frontal cortex",202,202,6.58203979364014,201,3.95e-10,6.87e-10,"****"
"5","value","IPC_posteroventral (inferior) parietal cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,7.74116878477263,201,4.72e-13,1.01e-12,"****"
"5","value","IPC_posteroventral (inferior) parietal cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,8.58007860802455,201,2.56e-15,6.4e-15,"****"
"5","value","IPC_posteroventral (inferior) parietal cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,3.79837144441289,201,0.000193,0.000244,"***"
"5","value","IPC_posteroventral (inferior) parietal cortex","VFC_ventrolateral prefrontal cortex",202,202,8.93607523081394,201,2.61e-16,6.96e-16,"****"
"5","value","ITC_inferolateral temporal cortex (area TEv, area 20)","M1C_primary motor cortex (area M1, area 4)",202,202,16.4457584858009,201,4.56e-39,6.84e-38,"****"
"5","value","ITC_inferolateral temporal cortex (area TEv, area 20)","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,5.37770249783442,201,2.08e-07,2.97e-07,"****"
"5","value","ITC_inferolateral temporal cortex (area TEv, area 20)","OFC_orbital frontal cortex",202,202,15.0826646244924,201,7.03e-35,6.49e-34,"****"
"5","value","ITC_inferolateral temporal cortex (area TEv, area 20)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,11.6699514101982,201,2.31e-24,9.9e-24,"****"
"5","value","ITC_inferolateral temporal cortex (area TEv, area 20)","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,12.8943528366093,201,4.08e-28,1.88e-27,"****"
"5","value","ITC_inferolateral temporal cortex (area TEv, area 20)","STR_striatum",202,202,4.05835121424536,201,7.07e-05,9.12e-05,"****"
"5","value","ITC_inferolateral temporal cortex (area TEv, area 20)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,8.53657757670102,201,3.38e-15,8.11e-15,"****"
"5","value","ITC_inferolateral temporal cortex (area TEv, area 20)","VFC_ventrolateral prefrontal cortex",202,202,14.4587020687139,201,5.95e-33,3.57e-32,"****"
"5","value","M1C_primary motor cortex (area M1, area 4)","MD_mediodorsal nucleus of thalamus",202,202,-14.5430273047322,201,3.27e-33,2.18e-32,"****"
"5","value","M1C_primary motor cortex (area M1, area 4)","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,-14.6697994859659,201,1.32e-33,1.06e-32,"****"
"5","value","M1C_primary motor cortex (area M1, area 4)","OFC_orbital frontal cortex",202,202,-8.55082955210914,201,3.09e-15,7.57e-15,"****"
"5","value","M1C_primary motor cortex (area M1, area 4)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-13.0594544657458,201,1.26e-28,6.3e-28,"****"
"5","value","M1C_primary motor cortex (area M1, area 4)","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-9.96477240690209,201,2.91e-19,9.19e-19,"****"
"5","value","M1C_primary motor cortex (area M1, area 4)","STR_striatum",202,202,-11.9554224855288,201,3.11e-25,1.38e-24,"****"
"5","value","M1C_primary motor cortex (area M1, area 4)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-9.94686550646927,201,3.28e-19,1.01e-18,"****"
"5","value","M1C_primary motor cortex (area M1, area 4)","VFC_ventrolateral prefrontal cortex",202,202,-8.72370188911094,201,1.02e-15,2.66e-15,"****"
"5","value","MD_mediodorsal nucleus of thalamus","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,3.18048672362717,201,0.002,0.002,"**"
"5","value","MD_mediodorsal nucleus of thalamus","OFC_orbital frontal cortex",202,202,7.39446210975393,201,3.76e-12,7.52e-12,"****"
"5","value","MD_mediodorsal nucleus of thalamus","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,7.77512924523887,201,3.84e-13,8.38e-13,"****"
"5","value","MD_mediodorsal nucleus of thalamus","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,7.0705398609991,201,2.5e-11,4.76e-11,"****"
"5","value","MD_mediodorsal nucleus of thalamus","STR_striatum",202,202,2.58391412264175,201,0.01,0.013,"*"
"5","value","MD_mediodorsal nucleus of thalamus","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,5.23618720945473,201,4.12e-07,5.82e-07,"****"
"5","value","MD_mediodorsal nucleus of thalamus","VFC_ventrolateral prefrontal cortex",202,202,7.33633823410832,201,5.3e-12,1.04e-11,"****"
"5","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","OFC_orbital frontal cortex",202,202,8.99224018296964,201,1.81e-16,4.94e-16,"****"
"5","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,7.52843414095017,201,1.7e-12,3.46e-12,"****"
"5","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,6.81099740100345,201,1.1e-10,2.06e-10,"****"
"5","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,3.85456302336768,201,0.000156,0.000199,"***"
"5","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","VFC_ventrolateral prefrontal cortex",202,202,8.28779943242466,201,1.62e-14,3.74e-14,"****"
"5","value","OFC_orbital frontal cortex","STR_striatum",202,202,-6.37572386891431,201,1.22e-09,2.06e-09,"****"
"5","value","S1C_primary somatosensory cortex (area S1, areas 3,1,2)","STR_striatum",202,202,-6.06492425756865,201,6.44e-09,1.03e-08,"****"
"5","value","S1C_primary somatosensory cortex (area S1, areas 3,1,2)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-3.16342083442142,201,0.002,0.002,"**"
"5","value","STC_posterior (caudal) superior temporal cortex (area 22c)","STR_striatum",202,202,-5.59506561329765,201,7.15e-08,1.07e-07,"****"
"5","value","STR_striatum","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,4.17443041208583,201,4.45e-05,5.87e-05,"****"
"5","value","STR_striatum","VFC_ventrolateral prefrontal cortex",202,202,6.26705559089274,201,2.2e-09,3.62e-09,"****"
"5","value","V1C_primary visual cortex (striate cortex, area V1/17)","VFC_ventrolateral prefrontal cortex",202,202,2.67565835221153,201,0.008,0.01,"**"
